id,zip,month,notices
1,19973,2021-07-01,0
2,19973,2021-08-01,0
3,19973,2021-09-01,0
4,19973,2021-10-01,0
5,19973,2021-11-01,0
6,19973,2021-12-01,0
7,19973,2022-01-01,0
8,19973,2022-02-01,0
9,19973,2022-03-01,1
10,19973,2022-04-01,0
11,19973,2022-05-01,0
12,19973,2022-06-01,0
13,19973,2022-07-01,0
14,19973,2022-08-01,0
15,19973,2022-09-01,0
16,19973,2022-10-01,0
17,19973,2022-11-01,0
18,19973,2022-12-01,0
19,19973,2023-01-01,0
20,19973,2023-02-01,0
21,19973,2023-03-01,0
22,20236,2021-07-01,0
23,20236,2021-08-01,0
24,20236,2021-09-01,0
25,20236,2021-10-01,0
26,20236,2021-11-01,0
27,20236,2021-12-01,0
28,20236,2022-01-01,0
29,20236,2022-02-01,0
30,20236,2022-03-01,1
31,20236,2022-04-01,0
32,20236,2022-05-01,0
33,20236,2022-06-01,0
34,20236,2022-07-01,0
35,20236,2022-08-01,0
36,20236,2022-09-01,0
37,20236,2022-10-01,0
38,20236,2022-11-01,0
39,20236,2022-12-01,0
40,20236,2023-01-01,0
41,20236,2023-02-01,0
42,20236,2023-03-01,0
43,20473,2021-07-01,0
44,20473,2021-08-01,0
45,20473,2021-09-01,0
46,20473,2021-10-01,0
47,20473,2021-11-01,0
48,20473,2021-12-01,0
49,20473,2022-01-01,0
50,20473,2022-02-01,0
51,20473,2022-03-01,1
52,20473,2022-04-01,0
53,20473,2022-05-01,0
54,20473,2022-06-01,0
55,20473,2022-07-01,0
56,20473,2022-08-01,0
57,20473,2022-09-01,0
58,20473,2022-10-01,0
59,20473,2022-11-01,0
60,20473,2022-12-01,0
61,20473,2023-01-01,0
62,20473,2023-02-01,0
63,20473,2023-03-01,0
64,20601,2021-07-01,9
65,20601,2021-08-01,14
66,20601,2021-09-01,26
67,20601,2021-10-01,32
68,20601,2021-11-01,20
69,20601,2021-12-01,17
70,20601,2022-01-01,27
71,20601,2022-02-01,30
72,20601,2022-03-01,51
73,20601,2022-04-01,48
74,20601,2022-05-01,55
75,20601,2022-06-01,42
76,20601,2022-07-01,73
77,20601,2022-08-01,71
78,20601,2022-09-01,70
79,20601,2022-10-01,89
80,20601,2022-11-01,68
81,20601,2022-12-01,84
82,20601,2023-01-01,96
83,20601,2023-02-01,78
84,20601,2023-03-01,76
85,20602,2021-07-01,5
86,20602,2021-08-01,9
87,20602,2021-09-01,20
88,20602,2021-10-01,21
89,20602,2021-11-01,23
90,20602,2021-12-01,21
91,20602,2022-01-01,30
92,20602,2022-02-01,34
93,20602,2022-03-01,42
94,20602,2022-04-01,45
95,20602,2022-05-01,43
96,20602,2022-06-01,51
97,20602,2022-07-01,50
98,20602,2022-08-01,51
99,20602,2022-09-01,47
100,20602,2022-10-01,44
101,20602,2022-11-01,38
102,20602,2022-12-01,54
103,20602,2023-01-01,69
104,20602,2023-02-01,53
105,20602,2023-03-01,61
106,20603,2021-07-01,3
107,20603,2021-08-01,3
108,20603,2021-09-01,14
109,20603,2021-10-01,26
110,20603,2021-11-01,25
111,20603,2021-12-01,24
112,20603,2022-01-01,27
113,20603,2022-02-01,44
114,20603,2022-03-01,48
115,20603,2022-04-01,48
116,20603,2022-05-01,39
117,20603,2022-06-01,45
118,20603,2022-07-01,33
119,20603,2022-08-01,55
120,20603,2022-09-01,62
121,20603,2022-10-01,40
122,20603,2022-11-01,53
123,20603,2022-12-01,47
124,20603,2023-01-01,86
125,20603,2023-02-01,60
126,20603,2023-03-01,59
127,20604,2021-07-01,0
128,20604,2021-08-01,0
129,20604,2021-09-01,0
130,20604,2021-10-01,0
131,20604,2021-11-01,0
132,20604,2021-12-01,0
133,20604,2022-01-01,0
134,20604,2022-02-01,0
135,20604,2022-03-01,0
136,20604,2022-04-01,0
137,20604,2022-05-01,0
138,20604,2022-06-01,0
139,20604,2022-07-01,0
140,20604,2022-08-01,0
141,20604,2022-09-01,0
142,20604,2022-10-01,0
143,20604,2022-11-01,0
144,20604,2022-12-01,0
145,20604,2023-01-01,0
146,20604,2023-02-01,0
147,20604,2023-03-01,0
148,20606,2021-07-01,0
149,20606,2021-08-01,0
150,20606,2021-09-01,0
151,20606,2021-10-01,0
152,20606,2021-11-01,0
153,20606,2021-12-01,0
154,20606,2022-01-01,0
155,20606,2022-02-01,0
156,20606,2022-03-01,0
157,20606,2022-04-01,1
158,20606,2022-05-01,0
159,20606,2022-06-01,0
160,20606,2022-07-01,0
161,20606,2022-08-01,0
162,20606,2022-09-01,0
163,20606,2022-10-01,0
164,20606,2022-11-01,0
165,20606,2022-12-01,0
166,20606,2023-01-01,0
167,20606,2023-02-01,1
168,20606,2023-03-01,1
169,20607,2021-07-01,3
170,20607,2021-08-01,5
171,20607,2021-09-01,10
172,20607,2021-10-01,11
173,20607,2021-11-01,13
174,20607,2021-12-01,13
175,20607,2022-01-01,19
176,20607,2022-02-01,14
177,20607,2022-03-01,14
178,20607,2022-04-01,21
179,20607,2022-05-01,28
180,20607,2022-06-01,24
181,20607,2022-07-01,11
182,20607,2022-08-01,30
183,20607,2022-09-01,28
184,20607,2022-10-01,22
185,20607,2022-11-01,22
186,20607,2022-12-01,29
187,20607,2023-01-01,42
188,20607,2023-02-01,35
189,20607,2023-03-01,29
190,20608,2021-07-01,0
191,20608,2021-08-01,0
192,20608,2021-09-01,2
193,20608,2021-10-01,0
194,20608,2021-11-01,0
195,20608,2021-12-01,1
196,20608,2022-01-01,2
197,20608,2022-02-01,1
198,20608,2022-03-01,1
199,20608,2022-04-01,0
200,20608,2022-05-01,0
201,20608,2022-06-01,1
202,20608,2022-07-01,3
203,20608,2022-08-01,0
204,20608,2022-09-01,0
205,20608,2022-10-01,1
206,20608,2022-11-01,2
207,20608,2022-12-01,2
208,20608,2023-01-01,3
209,20608,2023-02-01,1
210,20608,2023-03-01,0
211,20609,2021-07-01,0
212,20609,2021-08-01,1
213,20609,2021-09-01,0
214,20609,2021-10-01,0
215,20609,2021-11-01,0
216,20609,2021-12-01,0
217,20609,2022-01-01,1
218,20609,2022-02-01,1
219,20609,2022-03-01,1
220,20609,2022-04-01,0
221,20609,2022-05-01,0
222,20609,2022-06-01,0
223,20609,2022-07-01,0
224,20609,2022-08-01,0
225,20609,2022-09-01,1
226,20609,2022-10-01,0
227,20609,2022-11-01,0
228,20609,2022-12-01,0
229,20609,2023-01-01,0
230,20609,2023-02-01,0
231,20609,2023-03-01,0
232,20611,2021-07-01,0
233,20611,2021-08-01,1
234,20611,2021-09-01,0
235,20611,2021-10-01,2
236,20611,2021-11-01,1
237,20611,2021-12-01,0
238,20611,2022-01-01,0
239,20611,2022-02-01,0
240,20611,2022-03-01,1
241,20611,2022-04-01,1
242,20611,2022-05-01,0
243,20611,2022-06-01,1
244,20611,2022-07-01,2
245,20611,2022-08-01,2
246,20611,2022-09-01,1
247,20611,2022-10-01,1
248,20611,2022-11-01,2
249,20611,2022-12-01,0
250,20611,2023-01-01,1
251,20611,2023-02-01,1
252,20611,2023-03-01,0
253,20612,2021-07-01,0
254,20612,2021-08-01,0
255,20612,2021-09-01,1
256,20612,2021-10-01,0
257,20612,2021-11-01,0
258,20612,2021-12-01,0
259,20612,2022-01-01,0
260,20612,2022-02-01,0
261,20612,2022-03-01,0
262,20612,2022-04-01,0
263,20612,2022-05-01,0
264,20612,2022-06-01,0
265,20612,2022-07-01,1
266,20612,2022-08-01,0
267,20612,2022-09-01,0
268,20612,2022-10-01,0
269,20612,2022-11-01,0
270,20612,2022-12-01,1
271,20612,2023-01-01,0
272,20612,2023-02-01,0
273,20612,2023-03-01,1
274,20613,2021-07-01,7
275,20613,2021-08-01,6
276,20613,2021-09-01,23
277,20613,2021-10-01,10
278,20613,2021-11-01,15
279,20613,2021-12-01,14
280,20613,2022-01-01,30
281,20613,2022-02-01,7
282,20613,2022-03-01,18
283,20613,2022-04-01,19
284,20613,2022-05-01,28
285,20613,2022-06-01,32
286,20613,2022-07-01,34
287,20613,2022-08-01,44
288,20613,2022-09-01,36
289,20613,2022-10-01,36
290,20613,2022-11-01,44
291,20613,2022-12-01,34
292,20613,2023-01-01,40
293,20613,2023-02-01,41
294,20613,2023-03-01,40
295,20615,2021-07-01,0
296,20615,2021-08-01,0
297,20615,2021-09-01,3
298,20615,2021-10-01,0
299,20615,2021-11-01,0
300,20615,2021-12-01,0
301,20615,2022-01-01,0
302,20615,2022-02-01,0
303,20615,2022-03-01,1
304,20615,2022-04-01,1
305,20615,2022-05-01,1
306,20615,2022-06-01,0
307,20615,2022-07-01,0
308,20615,2022-08-01,0
309,20615,2022-09-01,0
310,20615,2022-10-01,0
311,20615,2022-11-01,1
312,20615,2022-12-01,0
313,20615,2023-01-01,3
314,20615,2023-02-01,0
315,20615,2023-03-01,1
316,20616,2021-07-01,1
317,20616,2021-08-01,4
318,20616,2021-09-01,4
319,20616,2021-10-01,9
320,20616,2021-11-01,11
321,20616,2021-12-01,9
322,20616,2022-01-01,10
323,20616,2022-02-01,12
324,20616,2022-03-01,14
325,20616,2022-04-01,20
326,20616,2022-05-01,15
327,20616,2022-06-01,24
328,20616,2022-07-01,21
329,20616,2022-08-01,21
330,20616,2022-09-01,26
331,20616,2022-10-01,16
332,20616,2022-11-01,9
333,20616,2022-12-01,24
334,20616,2023-01-01,25
335,20616,2023-02-01,25
336,20616,2023-03-01,20
337,20617,2021-07-01,0
338,20617,2021-08-01,1
339,20617,2021-09-01,0
340,20617,2021-10-01,2
341,20617,2021-11-01,1
342,20617,2021-12-01,1
343,20617,2022-01-01,0
344,20617,2022-02-01,0
345,20617,2022-03-01,0
346,20617,2022-04-01,2
347,20617,2022-05-01,0
348,20617,2022-06-01,2
349,20617,2022-07-01,0
350,20617,2022-08-01,0
351,20617,2022-09-01,1
352,20617,2022-10-01,1
353,20617,2022-11-01,0
354,20617,2022-12-01,0
355,20617,2023-01-01,0
356,20617,2023-02-01,1
357,20617,2023-03-01,0
358,20618,2021-07-01,2
359,20618,2021-08-01,1
360,20618,2021-09-01,2
361,20618,2021-10-01,2
362,20618,2021-11-01,1
363,20618,2021-12-01,1
364,20618,2022-01-01,3
365,20618,2022-02-01,3
366,20618,2022-03-01,2
367,20618,2022-04-01,3
368,20618,2022-05-01,0
369,20618,2022-06-01,4
370,20618,2022-07-01,4
371,20618,2022-08-01,3
372,20618,2022-09-01,4
373,20618,2022-10-01,2
374,20618,2022-11-01,1
375,20618,2022-12-01,2
376,20618,2023-01-01,0
377,20618,2023-02-01,0
378,20618,2023-03-01,3
379,20619,2021-07-01,1
380,20619,2021-08-01,6
381,20619,2021-09-01,5
382,20619,2021-10-01,5
383,20619,2021-11-01,8
384,20619,2021-12-01,9
385,20619,2022-01-01,9
386,20619,2022-02-01,10
387,20619,2022-03-01,9
388,20619,2022-04-01,7
389,20619,2022-05-01,5
390,20619,2022-06-01,9
391,20619,2022-07-01,10
392,20619,2022-08-01,9
393,20619,2022-09-01,8
394,20619,2022-10-01,11
395,20619,2022-11-01,10
396,20619,2022-12-01,15
397,20619,2023-01-01,14
398,20619,2023-02-01,15
399,20619,2023-03-01,16
400,20620,2021-07-01,0
401,20620,2021-08-01,0
402,20620,2021-09-01,1
403,20620,2021-10-01,0
404,20620,2021-11-01,0
405,20620,2021-12-01,0
406,20620,2022-01-01,1
407,20620,2022-02-01,0
408,20620,2022-03-01,2
409,20620,2022-04-01,3
410,20620,2022-05-01,0
411,20620,2022-06-01,0
412,20620,2022-07-01,1
413,20620,2022-08-01,2
414,20620,2022-09-01,1
415,20620,2022-10-01,1
416,20620,2022-11-01,1
417,20620,2022-12-01,1
418,20620,2023-01-01,3
419,20620,2023-02-01,0
420,20620,2023-03-01,3
421,20621,2021-07-01,0
422,20621,2021-08-01,1
423,20621,2021-09-01,0
424,20621,2021-10-01,2
425,20621,2021-11-01,0
426,20621,2021-12-01,1
427,20621,2022-01-01,1
428,20621,2022-02-01,1
429,20621,2022-03-01,0
430,20621,2022-04-01,2
431,20621,2022-05-01,1
432,20621,2022-06-01,0
433,20621,2022-07-01,4
434,20621,2022-08-01,1
435,20621,2022-09-01,1
436,20621,2022-10-01,3
437,20621,2022-11-01,1
438,20621,2022-12-01,1
439,20621,2023-01-01,1
440,20621,2023-02-01,0
441,20621,2023-03-01,4
442,20622,2021-07-01,1
443,20622,2021-08-01,0
444,20622,2021-09-01,2
445,20622,2021-10-01,3
446,20622,2021-11-01,3
447,20622,2021-12-01,1
448,20622,2022-01-01,3
449,20622,2022-02-01,3
450,20622,2022-03-01,0
451,20622,2022-04-01,3
452,20622,2022-05-01,3
453,20622,2022-06-01,4
454,20622,2022-07-01,1
455,20622,2022-08-01,4
456,20622,2022-09-01,3
457,20622,2022-10-01,3
458,20622,2022-11-01,3
459,20622,2022-12-01,3
460,20622,2023-01-01,5
461,20622,2023-02-01,3
462,20622,2023-03-01,4
463,20623,2021-07-01,0
464,20623,2021-08-01,1
465,20623,2021-09-01,4
466,20623,2021-10-01,4
467,20623,2021-11-01,4
468,20623,2021-12-01,2
469,20623,2022-01-01,1
470,20623,2022-02-01,3
471,20623,2022-03-01,5
472,20623,2022-04-01,9
473,20623,2022-05-01,5
474,20623,2022-06-01,3
475,20623,2022-07-01,7
476,20623,2022-08-01,8
477,20623,2022-09-01,7
478,20623,2022-10-01,6
479,20623,2022-11-01,10
480,20623,2022-12-01,6
481,20623,2023-01-01,8
482,20623,2023-02-01,5
483,20623,2023-03-01,2
484,20624,2021-07-01,0
485,20624,2021-08-01,0
486,20624,2021-09-01,0
487,20624,2021-10-01,0
488,20624,2021-11-01,0
489,20624,2021-12-01,0
490,20624,2022-01-01,1
491,20624,2022-02-01,0
492,20624,2022-03-01,0
493,20624,2022-04-01,0
494,20624,2022-05-01,0
495,20624,2022-06-01,0
496,20624,2022-07-01,0
497,20624,2022-08-01,0
498,20624,2022-09-01,0
499,20624,2022-10-01,0
500,20624,2022-11-01,0
501,20624,2022-12-01,0
502,20624,2023-01-01,0
503,20624,2023-02-01,0
504,20624,2023-03-01,0
505,20625,2021-07-01,1
506,20625,2021-08-01,2
507,20625,2021-09-01,1
508,20625,2021-10-01,1
509,20625,2021-11-01,3
510,20625,2021-12-01,0
511,20625,2022-01-01,2
512,20625,2022-02-01,0
513,20625,2022-03-01,0
514,20625,2022-04-01,0
515,20625,2022-05-01,0
516,20625,2022-06-01,1
517,20625,2022-07-01,0
518,20625,2022-08-01,1
519,20625,2022-09-01,1
520,20625,2022-10-01,1
521,20625,2022-11-01,2
522,20625,2022-12-01,1
523,20625,2023-01-01,0
524,20625,2023-02-01,3
525,20625,2023-03-01,0
526,20626,2021-07-01,0
527,20626,2021-08-01,0
528,20626,2021-09-01,0
529,20626,2021-10-01,0
530,20626,2021-11-01,2
531,20626,2021-12-01,0
532,20626,2022-01-01,0
533,20626,2022-02-01,0
534,20626,2022-03-01,0
535,20626,2022-04-01,0
536,20626,2022-05-01,0
537,20626,2022-06-01,0
538,20626,2022-07-01,0
539,20626,2022-08-01,0
540,20626,2022-09-01,0
541,20626,2022-10-01,0
542,20626,2022-11-01,0
543,20626,2022-12-01,0
544,20626,2023-01-01,0
545,20626,2023-02-01,0
546,20626,2023-03-01,0
547,20628,2021-07-01,0
548,20628,2021-08-01,1
549,20628,2021-09-01,1
550,20628,2021-10-01,0
551,20628,2021-11-01,1
552,20628,2021-12-01,1
553,20628,2022-01-01,2
554,20628,2022-02-01,1
555,20628,2022-03-01,0
556,20628,2022-04-01,1
557,20628,2022-05-01,1
558,20628,2022-06-01,1
559,20628,2022-07-01,0
560,20628,2022-08-01,0
561,20628,2022-09-01,1
562,20628,2022-10-01,0
563,20628,2022-11-01,0
564,20628,2022-12-01,0
565,20628,2023-01-01,0
566,20628,2023-02-01,0
567,20628,2023-03-01,0
568,20629,2021-07-01,0
569,20629,2021-08-01,0
570,20629,2021-09-01,0
571,20629,2021-10-01,0
572,20629,2021-11-01,0
573,20629,2021-12-01,0
574,20629,2022-01-01,0
575,20629,2022-02-01,0
576,20629,2022-03-01,0
577,20629,2022-04-01,0
578,20629,2022-05-01,0
579,20629,2022-06-01,0
580,20629,2022-07-01,1
581,20629,2022-08-01,0
582,20629,2022-09-01,0
583,20629,2022-10-01,0
584,20629,2022-11-01,0
585,20629,2022-12-01,0
586,20629,2023-01-01,0
587,20629,2023-02-01,0
588,20629,2023-03-01,1
589,20630,2021-07-01,1
590,20630,2021-08-01,0
591,20630,2021-09-01,0
592,20630,2021-10-01,0
593,20630,2021-11-01,0
594,20630,2021-12-01,0
595,20630,2022-01-01,0
596,20630,2022-02-01,0
597,20630,2022-03-01,0
598,20630,2022-04-01,0
599,20630,2022-05-01,0
600,20630,2022-06-01,0
601,20630,2022-07-01,0
602,20630,2022-08-01,0
603,20630,2022-09-01,1
604,20630,2022-10-01,0
605,20630,2022-11-01,0
606,20630,2022-12-01,0
607,20630,2023-01-01,1
608,20630,2023-02-01,0
609,20630,2023-03-01,0
610,20632,2021-07-01,0
611,20632,2021-08-01,0
612,20632,2021-09-01,0
613,20632,2021-10-01,0
614,20632,2021-11-01,0
615,20632,2021-12-01,0
616,20632,2022-01-01,0
617,20632,2022-02-01,1
618,20632,2022-03-01,0
619,20632,2022-04-01,1
620,20632,2022-05-01,0
621,20632,2022-06-01,0
622,20632,2022-07-01,0
623,20632,2022-08-01,0
624,20632,2022-09-01,0
625,20632,2022-10-01,1
626,20632,2022-11-01,0
627,20632,2022-12-01,0
628,20632,2023-01-01,0
629,20632,2023-02-01,0
630,20632,2023-03-01,1
631,20634,2021-07-01,1
632,20634,2021-08-01,0
633,20634,2021-09-01,4
634,20634,2021-10-01,3
635,20634,2021-11-01,5
636,20634,2021-12-01,6
637,20634,2022-01-01,2
638,20634,2022-02-01,5
639,20634,2022-03-01,4
640,20634,2022-04-01,7
641,20634,2022-05-01,4
642,20634,2022-06-01,6
643,20634,2022-07-01,9
644,20634,2022-08-01,11
645,20634,2022-09-01,4
646,20634,2022-10-01,9
647,20634,2022-11-01,9
648,20634,2022-12-01,10
649,20634,2023-01-01,10
650,20634,2023-02-01,11
651,20634,2023-03-01,10
652,20635,2021-07-01,0
653,20635,2021-08-01,0
654,20635,2021-09-01,0
655,20635,2021-10-01,0
656,20635,2021-11-01,0
657,20635,2021-12-01,0
658,20635,2022-01-01,0
659,20635,2022-02-01,0
660,20635,2022-03-01,1
661,20635,2022-04-01,0
662,20635,2022-05-01,0
663,20635,2022-06-01,0
664,20635,2022-07-01,0
665,20635,2022-08-01,0
666,20635,2022-09-01,0
667,20635,2022-10-01,0
668,20635,2022-11-01,0
669,20635,2022-12-01,0
670,20635,2023-01-01,0
671,20635,2023-02-01,1
672,20635,2023-03-01,0
673,20636,2021-07-01,3
674,20636,2021-08-01,1
675,20636,2021-09-01,6
676,20636,2021-10-01,4
677,20636,2021-11-01,6
678,20636,2021-12-01,15
679,20636,2022-01-01,9
680,20636,2022-02-01,2
681,20636,2022-03-01,5
682,20636,2022-04-01,4
683,20636,2022-05-01,6
684,20636,2022-06-01,8
685,20636,2022-07-01,5
686,20636,2022-08-01,4
687,20636,2022-09-01,4
688,20636,2022-10-01,4
689,20636,2022-11-01,2
690,20636,2022-12-01,5
691,20636,2023-01-01,10
692,20636,2023-02-01,3
693,20636,2023-03-01,5
694,20637,2021-07-01,0
695,20637,2021-08-01,3
696,20637,2021-09-01,6
697,20637,2021-10-01,2
698,20637,2021-11-01,1
699,20637,2021-12-01,4
700,20637,2022-01-01,3
701,20637,2022-02-01,3
702,20637,2022-03-01,1
703,20637,2022-04-01,2
704,20637,2022-05-01,4
705,20637,2022-06-01,5
706,20637,2022-07-01,5
707,20637,2022-08-01,8
708,20637,2022-09-01,6
709,20637,2022-10-01,5
710,20637,2022-11-01,6
711,20637,2022-12-01,8
712,20637,2023-01-01,3
713,20637,2023-02-01,7
714,20637,2023-03-01,10
715,20639,2021-07-01,1
716,20639,2021-08-01,2
717,20639,2021-09-01,7
718,20639,2021-10-01,8
719,20639,2021-11-01,5
720,20639,2021-12-01,3
721,20639,2022-01-01,12
722,20639,2022-02-01,6
723,20639,2022-03-01,9
724,20639,2022-04-01,9
725,20639,2022-05-01,7
726,20639,2022-06-01,14
727,20639,2022-07-01,11
728,20639,2022-08-01,10
729,20639,2022-09-01,13
730,20639,2022-10-01,7
731,20639,2022-11-01,12
732,20639,2022-12-01,12
733,20639,2023-01-01,16
734,20639,2023-02-01,10
735,20639,2023-03-01,9
736,20640,2021-07-01,10
737,20640,2021-08-01,6
738,20640,2021-09-01,11
739,20640,2021-10-01,19
740,20640,2021-11-01,17
741,20640,2021-12-01,9
742,20640,2022-01-01,6
743,20640,2022-02-01,14
744,20640,2022-03-01,9
745,20640,2022-04-01,20
746,20640,2022-05-01,14
747,20640,2022-06-01,19
748,20640,2022-07-01,16
749,20640,2022-08-01,26
750,20640,2022-09-01,23
751,20640,2022-10-01,25
752,20640,2022-11-01,30
753,20640,2022-12-01,35
754,20640,2023-01-01,24
755,20640,2023-02-01,22
756,20640,2023-03-01,25
757,20644,2021-07-01,0
758,20644,2021-08-01,0
759,20644,2021-09-01,0
760,20644,2021-10-01,0
761,20644,2021-11-01,0
762,20644,2021-12-01,0
763,20644,2022-01-01,0
764,20644,2022-02-01,0
765,20644,2022-03-01,0
766,20644,2022-04-01,0
767,20644,2022-05-01,0
768,20644,2022-06-01,0
769,20644,2022-07-01,0
770,20644,2022-08-01,0
771,20644,2022-09-01,0
772,20644,2022-10-01,0
773,20644,2022-11-01,0
774,20644,2022-12-01,0
775,20644,2023-01-01,0
776,20644,2023-02-01,0
777,20644,2023-03-01,0
778,20645,2021-07-01,0
779,20645,2021-08-01,0
780,20645,2021-09-01,1
781,20645,2021-10-01,0
782,20645,2021-11-01,1
783,20645,2021-12-01,1
784,20645,2022-01-01,0
785,20645,2022-02-01,0
786,20645,2022-03-01,1
787,20645,2022-04-01,0
788,20645,2022-05-01,3
789,20645,2022-06-01,1
790,20645,2022-07-01,4
791,20645,2022-08-01,1
792,20645,2022-09-01,3
793,20645,2022-10-01,2
794,20645,2022-11-01,3
795,20645,2022-12-01,1
796,20645,2023-01-01,0
797,20645,2023-02-01,0
798,20645,2023-03-01,2
799,20646,2021-07-01,2
800,20646,2021-08-01,4
801,20646,2021-09-01,10
802,20646,2021-10-01,18
803,20646,2021-11-01,13
804,20646,2021-12-01,8
805,20646,2022-01-01,12
806,20646,2022-02-01,19
807,20646,2022-03-01,15
808,20646,2022-04-01,23
809,20646,2022-05-01,23
810,20646,2022-06-01,18
811,20646,2022-07-01,28
812,20646,2022-08-01,20
813,20646,2022-09-01,22
814,20646,2022-10-01,16
815,20646,2022-11-01,17
816,20646,2022-12-01,29
817,20646,2023-01-01,31
818,20646,2023-02-01,18
819,20646,2023-03-01,27
820,20650,2021-07-01,0
821,20650,2021-08-01,0
822,20650,2021-09-01,3
823,20650,2021-10-01,5
824,20650,2021-11-01,3
825,20650,2021-12-01,5
826,20650,2022-01-01,4
827,20650,2022-02-01,8
828,20650,2022-03-01,8
829,20650,2022-04-01,7
830,20650,2022-05-01,1
831,20650,2022-06-01,7
832,20650,2022-07-01,4
833,20650,2022-08-01,6
834,20650,2022-09-01,9
835,20650,2022-10-01,2
836,20650,2022-11-01,6
837,20650,2022-12-01,5
838,20650,2023-01-01,12
839,20650,2023-02-01,10
840,20650,2023-03-01,2
841,20653,2021-07-01,1
842,20653,2021-08-01,8
843,20653,2021-09-01,9
844,20653,2021-10-01,8
845,20653,2021-11-01,17
846,20653,2021-12-01,8
847,20653,2022-01-01,15
848,20653,2022-02-01,11
849,20653,2022-03-01,16
850,20653,2022-04-01,19
851,20653,2022-05-01,18
852,20653,2022-06-01,24
853,20653,2022-07-01,20
854,20653,2022-08-01,27
855,20653,2022-09-01,19
856,20653,2022-10-01,29
857,20653,2022-11-01,21
858,20653,2022-12-01,27
859,20653,2023-01-01,35
860,20653,2023-02-01,30
861,20653,2023-03-01,26
862,20656,2021-07-01,0
863,20656,2021-08-01,0
864,20656,2021-09-01,0
865,20656,2021-10-01,0
866,20656,2021-11-01,0
867,20656,2021-12-01,0
868,20656,2022-01-01,0
869,20656,2022-02-01,0
870,20656,2022-03-01,0
871,20656,2022-04-01,2
872,20656,2022-05-01,0
873,20656,2022-06-01,0
874,20656,2022-07-01,0
875,20656,2022-08-01,0
876,20656,2022-09-01,1
877,20656,2022-10-01,1
878,20656,2022-11-01,1
879,20656,2022-12-01,1
880,20656,2023-01-01,0
881,20656,2023-02-01,0
882,20656,2023-03-01,0
883,20657,2021-07-01,4
884,20657,2021-08-01,4
885,20657,2021-09-01,17
886,20657,2021-10-01,22
887,20657,2021-11-01,20
888,20657,2021-12-01,19
889,20657,2022-01-01,24
890,20657,2022-02-01,23
891,20657,2022-03-01,21
892,20657,2022-04-01,41
893,20657,2022-05-01,27
894,20657,2022-06-01,29
895,20657,2022-07-01,42
896,20657,2022-08-01,40
897,20657,2022-09-01,43
898,20657,2022-10-01,37
899,20657,2022-11-01,33
900,20657,2022-12-01,29
901,20657,2023-01-01,53
902,20657,2023-02-01,39
903,20657,2023-03-01,38
904,20658,2021-07-01,2
905,20658,2021-08-01,0
906,20658,2021-09-01,0
907,20658,2021-10-01,2
908,20658,2021-11-01,1
909,20658,2021-12-01,0
910,20658,2022-01-01,1
911,20658,2022-02-01,0
912,20658,2022-03-01,0
913,20658,2022-04-01,0
914,20658,2022-05-01,0
915,20658,2022-06-01,2
916,20658,2022-07-01,0
917,20658,2022-08-01,2
918,20658,2022-09-01,0
919,20658,2022-10-01,1
920,20658,2022-11-01,1
921,20658,2022-12-01,2
922,20658,2023-01-01,1
923,20658,2023-02-01,6
924,20658,2023-03-01,2
925,20659,2021-07-01,4
926,20659,2021-08-01,10
927,20659,2021-09-01,12
928,20659,2021-10-01,21
929,20659,2021-11-01,15
930,20659,2021-12-01,21
931,20659,2022-01-01,10
932,20659,2022-02-01,17
933,20659,2022-03-01,15
934,20659,2022-04-01,28
935,20659,2022-05-01,26
936,20659,2022-06-01,22
937,20659,2022-07-01,12
938,20659,2022-08-01,26
939,20659,2022-09-01,38
940,20659,2022-10-01,24
941,20659,2022-11-01,30
942,20659,2022-12-01,31
943,20659,2023-01-01,38
944,20659,2023-02-01,22
945,20659,2023-03-01,37
946,20662,2021-07-01,0
947,20662,2021-08-01,0
948,20662,2021-09-01,1
949,20662,2021-10-01,0
950,20662,2021-11-01,2
951,20662,2021-12-01,2
952,20662,2022-01-01,4
953,20662,2022-02-01,0
954,20662,2022-03-01,18
955,20662,2022-04-01,0
956,20662,2022-05-01,1
957,20662,2022-06-01,6
958,20662,2022-07-01,6
959,20662,2022-08-01,6
960,20662,2022-09-01,2
961,20662,2022-10-01,1
962,20662,2022-11-01,2
963,20662,2022-12-01,1
964,20662,2023-01-01,2
965,20662,2023-02-01,3
966,20662,2023-03-01,2
967,20664,2021-07-01,0
968,20664,2021-08-01,0
969,20664,2021-09-01,3
970,20664,2021-10-01,2
971,20664,2021-11-01,5
972,20664,2021-12-01,4
973,20664,2022-01-01,1
974,20664,2022-02-01,2
975,20664,2022-03-01,4
976,20664,2022-04-01,3
977,20664,2022-05-01,5
978,20664,2022-06-01,7
979,20664,2022-07-01,1
980,20664,2022-08-01,2
981,20664,2022-09-01,2
982,20664,2022-10-01,5
983,20664,2022-11-01,4
984,20664,2022-12-01,2
985,20664,2023-01-01,4
986,20664,2023-02-01,4
987,20664,2023-03-01,2
988,20667,2021-07-01,0
989,20667,2021-08-01,0
990,20667,2021-09-01,0
991,20667,2021-10-01,0
992,20667,2021-11-01,0
993,20667,2021-12-01,0
994,20667,2022-01-01,0
995,20667,2022-02-01,0
996,20667,2022-03-01,0
997,20667,2022-04-01,1
998,20667,2022-05-01,0
999,20667,2022-06-01,0
